sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION X (°);ORIENTATION Y (°);ORIENTATION Z (°);PROXIMITY (i);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);Temperature (F);Level (%);Voltage (Volt);Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;-16.0;-24.7;20.4;155.17;-36.23;2.79;0.0;34.335;;;;;;86.0;59.0;3.0;56111;2014-11-08 14:03:53:766
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;-17.9;-23.9;18.9;147.43;-36.23;2.79;0.0;29.455;;;;;;86.0;59.0;3.0;56611;2014-11-08 14:03:54:266
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;-15.9;-23.7;18.9;154.12;-36.23;2.79;0.0;32.539;;;;;;86.0;59.0;3.0;57111;2014-11-08 14:03:54:766
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;-21.1;-23.5;13.7;142.83;-36.23;2.79;0.0;29.625;;;;;;86.0;59.0;3.0;57612;2014-11-08 14:03:55:267
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;-16.1;-23.7;18.0;153.61;-36.23;2.79;0.0;33.217;;;;;;86.0;59.0;3.0;58113;2014-11-08 14:03:55:768
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;-22.0;-23.7;9.7;142.31;-36.23;2.79;0.0;33.583;;;;;;86.0;59.0;3.0;58614;2014-11-08 14:03:56:269
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;-15.2;-24.1;16.1;154.09;-36.23;2.79;0.0;33.615;;;;;;86.0;59.0;3.0;59114;2014-11-08 14:03:56:769
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;-19.5;-24.5;11.3;145.06;-36.23;2.79;0.0;30.75;;;;;;86.0;59.0;3.0;59614;2014-11-08 14:03:57:269
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;-18.7;-24.7;13.7;147.73;-36.23;2.79;0.0;32.335;;;;;;86.0;59.0;3.0;60114;2014-11-08 14:03:57:769
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;-20.8;-24.7;10.2;147.73;-36.23;2.79;0.0;31.348;;;;;;86.0;59.0;3.0;60614;2014-11-08 14:03:58:269
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;-24.1;-24.5;6.5;135.66;-36.23;2.79;0.0;29.362;;;;;;86.0;59.0;3.0;61114;2014-11-08 14:03:58:769
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;-20.3;-24.3;10.6;142.97;-36.23;2.79;0.0;31.147;;;;;;86.0;59.0;3.0;61614;2014-11-08 14:03:59:269
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;-24.5;-24.1;3.2;132.49;-36.23;2.79;0.0;29.146;;;;;;86.0;59.0;3.0;62115;2014-11-08 14:03:59:770
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;-21.1;-23.7;9.4;140.91;-36.23;2.79;0.0;29.664;;;;;;86.0;59.0;3.0;62615;2014-11-08 14:04:00:270
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;-23.9;-23.5;5.2;135.89;-36.23;2.79;0.0;29.986;;;;;;86.0;59.0;3.0;63115;2014-11-08 14:04:00:770
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;-24.3;-23.3;6.6;134.69;-36.23;2.79;0.0;29.45;;;;;;86.0;59.0;3.0;63615;2014-11-08 14:04:01:270
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;-22.3;-22.9;9.3;139.42;-36.23;2.79;0.0;31.276;;;;;;86.0;59.0;3.0;64115;2014-11-08 14:04:01:770
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;-23.9;-23.3;6.0;133.9;-36.23;2.79;0.0;27.005;;;;;;86.0;59.0;3.0;64616;2014-11-08 14:04:02:271
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;-19.0;-23.9;12.6;142.31;-36.23;2.79;0.0;31.406;;;;;;86.0;59.0;3.0;65116;2014-11-08 14:04:02:771
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;-22.0;-24.4;7.3;138.12;-36.23;2.79;0.0;27.848;;;;;;86.0;59.0;3.0;65617;2014-11-08 14:04:03:272
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;-19.7;-24.8;10.6;140.49;-36.23;2.79;0.0;31.06;;;;;;86.0;59.0;3.0;66118;2014-11-08 14:04:03:773
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;-17.9;-23.9;13.1;147.81;-36.23;2.79;0.0;29.099;;;;;;86.0;59.0;3.0;66618;2014-11-08 14:04:04:273
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;-18.5;-22.0;9.4;143.35;-36.23;2.79;0.0;30.839;;;;;;86.0;59.0;3.0;67118;2014-11-08 14:04:04:773
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;-16.7;-21.2;11.9;146.22;-36.23;2.79;0.0;29.583;;;;;;86.0;59.0;3.0;67618;2014-11-08 14:04:05:273
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;-20.1;-20.4;5.6;137.79;-36.23;2.79;0.0;32.118;;;;;;86.0;59.0;3.0;68118;2014-11-08 14:04:05:773
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;-16.7;-19.8;11.9;145.33;-36.23;2.79;0.0;29.443;;;;;;86.0;59.0;3.0;68618;2014-11-08 14:04:06:273
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;-19.3;-19.4;9.9;143.76;-36.23;2.79;0.0;32.532;;;;;;86.0;59.0;3.0;69118;2014-11-08 14:04:06:773
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;-19.5;-18.5;10.3;138.6;-36.23;2.79;0.0;29.525;;;;;;86.0;59.0;3.0;69618;2014-11-08 14:04:07:273
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;-18.0;-17.7;13.8;143.41;-36.23;2.79;0.0;33.012;;;;;;86.0;59.0;3.0;70118;2014-11-08 14:04:07:773
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;-21.9;-17.5;8.0;131.46;-36.23;2.79;0.0;31.502;;;;;;86.0;59.0;3.0;70619;2014-11-08 14:04:08:274
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;-17.5;-17.5;12.3;141.63;-36.23;2.79;0.0;32.675;;;;;;86.0;59.0;3.0;71120;2014-11-08 14:04:08:775
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;-22.1;-18.2;5.8;130.77;-36.23;2.79;0.0;31.534;;;;;;86.0;59.0;3.0;71620;2014-11-08 14:04:09:275
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;-21.8;-18.6;8.7;133.39;-36.23;2.79;0.0;32.92;;;;;;86.0;59.0;3.0;72120;2014-11-08 14:04:09:775
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;-22.3;-18.6;9.5;135.5;-36.23;2.79;0.0;30.059;;;;;;86.0;59.0;3.0;72620;2014-11-08 14:04:10:275
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;-24.0;-18.6;8.3;131.33;-36.23;2.79;0.0;32.773;;;;;;86.0;59.0;3.0;73120;2014-11-08 14:04:10:775
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;-23.9;-18.8;10.8;133.85;-36.23;2.79;0.0;34.141;;;;;;86.0;59.0;3.0;73621;2014-11-08 14:04:11:276
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;-25.7;-18.8;4.8;127.53;-36.23;2.79;0.0;40.249;;;;;;86.0;59.0;3.0;74121;2014-11-08 14:04:11:776
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;-23.4;-19.0;10.0;134.23;-36.23;2.79;0.0;31.568;;;;;;86.0;59.0;3.0;74621;2014-11-08 14:04:12:276
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;-25.8;-19.2;4.4;129.33;-36.23;2.79;0.0;35.257;;;;;;86.0;59.0;3.0;75121;2014-11-08 14:04:12:776
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;-25.3;-19.2;9.2;131.04;-36.23;2.79;0.0;32.458;;;;;;86.0;59.0;3.0;75621;2014-11-08 14:04:13:276
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;-25.3;-19.6;7.9;131.27;-36.23;2.79;0.0;34.808;;;;;;86.0;59.0;3.0;76121;2014-11-08 14:04:13:776
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;-25.4;-20.0;8.7;132.1;-36.23;2.79;0.0;34.337;;;;;;86.0;59.0;3.0;76622;2014-11-08 14:04:14:277
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;-21.7;-20.4;13.7;140.2;-36.23;2.79;0.0;35.07;;;;;;86.0;59.0;3.0;77122;2014-11-08 14:04:14:777
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;-26.7;-20.4;5.4;126.62;-36.23;2.79;0.0;33.862;;;;;;86.0;59.0;3.0;77622;2014-11-08 14:04:15:277
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;-22.3;-20.4;13.5;135.63;-36.23;2.79;0.0;36.088;;;;;;86.0;59.0;3.0;78122;2014-11-08 14:04:15:777
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;-25.8;-20.0;8.6;131.0;-36.23;2.79;0.0;32.685;;;;;;86.0;59.0;3.0;78622;2014-11-08 14:04:16:277
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;-23.5;-20.2;12.8;137.6;-36.23;2.79;0.0;33.486;;;;;;86.0;59.0;3.0;79122;2014-11-08 14:04:16:777
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;-23.7;-20.2;11.9;135.63;-36.23;2.79;0.0;31.567;;;;;;86.0;59.0;3.0;79623;2014-11-08 14:04:17:278
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;-26.3;-20.4;8.6;129.35;-36.23;2.79;0.0;32.51;;;;;;86.0;59.0;3.0;80123;2014-11-08 14:04:17:778
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;-19.8;-20.4;15.8;143.72;-36.23;2.79;0.0;32.761;;;;;;86.0;59.0;3.0;80623;2014-11-08 14:04:18:278
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;-25.3;-20.4;9.7;133.69;-36.23;2.79;0.0;33.849;;;;;;86.0;59.0;3.0;81123;2014-11-08 14:04:18:778
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;-19.7;-20.8;16.4;144.55;-36.23;2.79;0.0;31.869;;;;;;86.0;59.0;3.0;81623;2014-11-08 14:04:19:278
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;-22.3;-21.2;12.9;139.79;-36.23;2.79;0.0;33.984;;;;;;86.0;59.0;3.0;82123;2014-11-08 14:04:19:778
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;-19.1;-21.6;17.4;147.35;-36.23;2.79;0.0;32.983;;;;;;86.0;59.0;3.0;82624;2014-11-08 14:04:20:279
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;-15.7;-22.0;20.4;156.53;-36.23;2.79;0.0;35.003;;;;;;86.0;59.0;3.0;83124;2014-11-08 14:04:20:779
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;-18.1;-22.4;17.4;148.78;-36.23;2.79;0.0;32.488;;;;;;86.0;59.0;3.0;83624;2014-11-08 14:04:21:279
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;-8.5;-23.1;20.8;160.27;-36.23;2.79;0.0;33.304;;;;;;86.0;59.0;3.0;84124;2014-11-08 14:04:21:779
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;-13.4;-23.3;20.8;159.1;-36.23;2.79;0.0;30.998;;;;;;86.0;59.0;3.0;84624;2014-11-08 14:04:22:279
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;-11.9;-23.1;21.7;161.1;-36.23;2.79;0.0;30.301;;;;;;86.0;59.0;3.0;85124;2014-11-08 14:04:22:779
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;-22.6;-22.4;13.4;139.42;-36.23;2.79;0.0;32.221;;;;;;86.0;59.0;3.0;85624;2014-11-08 14:04:23:279
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;-27.7;-21.6;-13.2;116.99;-36.23;2.79;0.0;29.514;;;;;;86.0;59.0;3.0;86125;2014-11-08 14:04:23:780
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;-24.4;-20.4;-22.6;97.37;-36.23;2.79;0.0;31.775;;;;;;86.0;59.0;3.0;86625;2014-11-08 14:04:24:280
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;-12.4;-20.2;-31.9;84.42;-36.23;2.79;0.0;31.219;;;;;;86.0;59.0;3.0;87126;2014-11-08 14:04:24:781
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;3.4;-22.0;-33.8;330.94;-36.23;2.79;0.0;30.249;;;;;;86.0;59.0;3.0;87626;2014-11-08 14:04:25:281
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;12.5;-22.4;-33.3;280.51;-36.23;2.79;0.0;31.835;;;;;;86.0;59.0;3.0;88126;2014-11-08 14:04:25:781
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;22.0;-19.6;-33.9;286.99;-36.23;2.79;0.0;33.056;;;;;;86.0;59.0;3.0;88628;2014-11-08 14:04:26:283
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;20.6;-19.7;-31.7;264.55;-36.23;2.79;0.0;37.343;;;;;;86.0;59.0;3.0;89128;2014-11-08 14:04:26:783
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;24.5;-25.5;-19.3;251.11;-36.23;2.79;0.0;50.013;;;;;;86.0;59.0;3.0;89631;2014-11-08 14:04:27:286
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;22.0;-20.5;-29.2;272.3;-36.23;2.79;0.0;42.822;;;;;;86.0;59.0;3.0;90131;2014-11-08 14:04:27:786
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;21.7;-28.4;-17.9;241.77;-36.23;2.79;0.0;47.052;;;;;;86.0;59.0;3.0;90631;2014-11-08 14:04:28:286
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;23.1;-28.8;-12.2;235.05;-36.23;2.79;0.0;50.555;;;;;;86.0;59.0;3.0;91131;2014-11-08 14:04:28:786
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;20.9;-24.6;-27.2;259.56;-36.23;2.79;0.0;44.839;;;;;;86.0;59.0;3.0;91631;2014-11-08 14:04:29:286
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;20.5;-28.7;-18.7;235.76;-36.23;2.79;0.0;44.634;;;;;;86.0;59.0;3.0;92131;2014-11-08 14:04:29:786
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;19.6;-27.5;-18.4;241.02;-36.23;2.79;0.0;49.104;;;;;;86.0;59.0;3.0;92631;2014-11-08 14:04:30:286
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;15.8;-23.3;-28.0;246.82;-36.23;2.79;0.0;51.069;;;;;;86.0;59.0;3.0;93131;2014-11-08 14:04:30:786
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;18.0;-25.8;-14.5;234.83;-36.23;2.79;0.0;51.717;;;;;;86.0;59.0;3.0;93631;2014-11-08 14:04:31:286
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;15.7;-23.5;-21.4;249.16;-36.23;2.79;0.0;45.969;;;;;;86.0;59.0;3.0;94131;2014-11-08 14:04:31:786
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;12.5;-23.7;-23.0;245.5;-36.23;2.79;0.0;53.238;;;;;;86.0;59.0;3.0;94631;2014-11-08 14:04:32:286
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;14.0;-25.3;-15.3;236.8;-36.23;2.79;0.0;53.648;;;;;;86.0;59.0;3.0;95132;2014-11-08 14:04:32:787
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;9.3;-25.4;-23.1;231.19;-36.23;2.79;0.0;42.405;;;;;;86.0;59.0;3.0;95632;2014-11-08 14:04:33:287
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;9.0;-30.5;-15.5;215.03;-36.23;2.79;0.0;62.322;;;;;;86.0;59.0;3.0;96132;2014-11-08 14:04:33:787
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;8.5;-29.5;-22.4;217.97;-36.23;2.79;0.0;35.367;;;;;;86.0;59.0;3.0;96633;2014-11-08 14:04:34:288
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;9.2;-30.5;-19.5;212.37;-36.23;2.79;0.0;44.195;;;;;;86.0;59.0;3.0;97133;2014-11-08 14:04:34:788
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;9.3;-30.6;-21.6;213.96;-36.23;2.79;0.0;36.607;;;;;;86.0;59.0;3.0;97633;2014-11-08 14:04:35:288
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;8.7;-31.1;-20.9;213.96;-36.23;2.79;0.0;41.017;;;;;;86.0;59.0;3.0;98133;2014-11-08 14:04:35:788
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;-4.3;-27.2;-28.4;135.03;-36.23;2.79;0.0;48.6;;;;;;86.0;59.0;3.0;98633;2014-11-08 14:04:36:288
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;-2.7;-14.9;-38.0;13.21;-36.23;2.79;0.4;46.41;;;;;;86.0;59.0;3.0;99133;2014-11-08 14:04:36:788
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;29.9;1.7;-31.3;306.14;-36.23;2.79;0.0;33.293;;;;;;86.0;59.0;3.0;99633;2014-11-08 14:04:37:288
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;28.6;28.7;-17.4;320.61;-36.23;2.79;0.0;31.699;;;;;;86.0;59.0;3.0;100133;2014-11-08 14:04:37:788
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;29.3;30.7;0.1;315.81;-36.23;2.79;0.0;45.915;;;;;;86.0;59.0;3.0;100633;2014-11-08 14:04:38:288
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;20.7;11.2;29.2;251.15;-36.23;2.79;0.0;39.336;;;;;;86.0;59.0;3.0;101133;2014-11-08 14:04:38:788
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;28.3;32.1;-2.5;312.93;-36.23;2.79;0.0;54.062;;;;;;86.0;59.0;3.0;101633;2014-11-08 14:04:39:288
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;26.8;21.6;18.4;285.83;-36.23;2.79;0.0;47.985;;;;;;86.0;59.0;3.0;102134;2014-11-08 14:04:39:789
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;24.7;23.2;17.4;312.81;-36.23;2.79;0.0;49.461;;;;;;86.0;59.0;3.0;102634;2014-11-08 14:04:40:289
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;22.8;31.7;1.2;318.35;-36.23;2.79;0.0;54.53;;;;;;86.0;59.0;3.0;103134;2014-11-08 14:04:40:789
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;18.7;13.2;25.2;279.38;-36.23;2.79;0.0;52.141;;;;;;86.0;59.0;3.0;103634;2014-11-08 14:04:41:289
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;21.7;31.5;4.6;316.6;-36.23;2.79;0.0;56.575;;;;;;86.0;59.0;3.0;104134;2014-11-08 14:04:41:789
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;24.6;29.6;3.4;312.66;-36.23;2.79;0.0;52.013;;;;;;86.0;59.0;3.0;104634;2014-11-08 14:04:42:289
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;22.2;12.2;25.2;259.15;-36.23;2.79;0.0;52.859;;;;;;86.0;59.0;3.0;105134;2014-11-08 14:04:42:789
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;24.1;33.3;1.4;319.23;-36.23;2.79;0.0;59.844;;;;;;86.0;59.0;3.0;105634;2014-11-08 14:04:43:289
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;29.0;23.8;13.0;292.93;-36.23;2.79;0.0;51.868;;;;;;86.0;59.0;3.0;106134;2014-11-08 14:04:43:789
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;28.1;24.5;13.6;311.73;-36.23;2.79;0.0;53.567;;;;;;86.0;59.0;3.0;106634;2014-11-08 14:04:44:289
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;26.5;33.3;-2.0;316.76;-36.23;2.79;0.0;59.966;;;;;;86.0;59.0;3.0;107134;2014-11-08 14:04:44:789
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;29.6;21.3;15.7;285.21;-36.23;2.79;0.0;50.894;;;;;;86.0;59.0;3.0;107634;2014-11-08 14:04:45:289
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;26.9;26.2;15.1;294.96;-36.23;2.79;0.0;50.114;;;;;;86.0;59.0;3.0;108134;2014-11-08 14:04:45:789
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;27.0;31.9;6.2;290.9;-36.23;2.79;0.0;56.984;;;;;;86.0;59.0;3.0;108634;2014-11-08 14:04:46:289
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;30.3;11.3;21.8;264.02;-36.23;2.79;0.0;49.517;;;;;;86.0;59.0;3.0;109134;2014-11-08 14:04:46:789
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;28.4;32.3;2.3;301.08;-36.23;2.79;0.0;58.568;;;;;;86.0;59.0;3.0;109634;2014-11-08 14:04:47:289
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;31.8;15.1;19.0;273.14;-36.23;2.79;0.0;49.938;;;;;;86.0;59.0;3.0;110134;2014-11-08 14:04:47:789
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;32.8;26.9;-11.8;307.13;-36.23;2.79;0.0;58.697;;;;;;86.0;59.0;3.0;110634;2014-11-08 14:04:48:289
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;21.4;37.8;-11.4;331.57;-36.23;2.79;0.0;45.818;;;;;;86.0;59.0;3.0;111134;2014-11-08 14:04:48:789
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;5.3;34.9;-27.1;352.33;-36.23;2.79;0.0;49.983;;;;;;86.0;59.0;3.0;111634;2014-11-08 14:04:49:289
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;-7.7;36.9;-22.5;12.01;-36.23;2.79;0.0;61.678;;;;;;86.0;59.0;3.0;112135;2014-11-08 14:04:49:790
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;-12.9;37.6;-15.6;26.37;-36.23;2.79;0.0;50.366;;;;;;86.0;59.0;3.0;112636;2014-11-08 14:04:50:291
-0.4597;3.6774;9.5001;-0.3787;5.6982;7.7673;0.5319;0.7373;-1.1786;5.3;41.3;-14.6;354.21;-36.23;2.79;0.4;50.325;;;;;;86.0;59.0;3.0;113136;2014-11-08 14:04:50:791
