sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION X (°);ORIENTATION Y (°);ORIENTATION Z (°);PROXIMITY (i);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);Temperature (F);Level (%);Voltage (Volt);Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
2.1452;5.3629;7.9678;1.8086;5.1007;8.0032;0.3366;0.2622;-0.0354;11.0;-42.2;24.8;186.54;-32.94;-11.7;;26.733;;;;;;95.0;60.0;3.0;212;2014-11-08 13:54:53:585
0.6129;6.8952;6.742;1.2456;5.049;8.648;-0.6327;1.8462;-1.9061;24.6;-40.6;28.3;202.08;-30.02;-8.2;;25.221;;;;;;95.0;60.0;3.0;712;2014-11-08 13:54:54:085
-0.3065;7.5081;6.742;-0.0904;8.5531;6.415;-0.2161;-1.0449;0.327;22.2;-36.3;20.1;212.05;-49.79;4.04;;24.283;;;;;;95.0;60.0;3.0;1212;2014-11-08 13:54:54:585
1.992;4.9033;8.5807;0.9782;6.7375;6.3557;1.0138;-1.8342;2.2251;23.2;-28.3;15.4;212.11;-46.34;-8.75;;26.032;;;;;;95.0;60.0;3.0;1716;2014-11-08 13:54:55:089
0.9194;5.0565;8.7339;1.8485;4.8438;7.8318;-0.9291;0.2127;0.9021;27.7;-18.8;15.8;218.93;-30.73;-15.61;;32.624;;;;;;95.0;60.0;3.0;2232;2014-11-08 13:54:55:605
-1.0726;4.9033;7.8146;0.4619;5.0799;8.9589;-1.5345;-0.1766;-1.1444;26.1;-11.4;11.8;236.76;-28.86;-6.3;;23.676;;;;;;95.0;60.0;3.0;2741;2014-11-08 13:54:56:114
0.4597;6.5888;9.1936;-1.0709;5.0882;7.5086;1.5305;1.5006;1.685;17.3;-3.7;6.7;252.2;-33.63;8.71;;24.3;;;;;;95.0;60.0;3.0;3241;2014-11-08 13:54:56:614
0.6129;5.5162;7.2017;0.8121;4.7506;8.9198;-0.1992;0.7656;-1.7181;-4.8;-8.6;5.5;159.28;-33.24;-0.54;;24.337;;;;;;95.0;60.0;3.0;3742;2014-11-08 13:54:57:115
-0.4597;4.5968;7.0484;-0.5533;5.4823;8.4762;0.0936;-0.8855;-1.4278;-10.6;-6.3;11.2;135.49;-32.97;0.56;;23.408;;;;;;95.0;60.0;3.0;4243;2014-11-08 13:54:57:616
0.4597;5.0565;6.742;-0.5533;5.4823;8.4762;0.0936;-0.8855;-1.4278;-19.6;-6.7;18.6;132.02;-32.84;3.73;;24.598;;;;;;95.0;60.0;3.0;4744;2014-11-08 13:54:58:117
0.4597;5.0565;6.742;-0.5533;5.4823;8.4762;0.0936;-0.8855;-1.4278;-14.7;-5.6;10.8;128.96;-32.84;3.73;;25.914;;;;;;95.0;60.0;3.0;5245;2014-11-08 13:54:58:618
0.4597;5.0565;6.742;-0.5533;5.4823;8.4762;0.0936;-0.8855;-1.4278;1.1;-24.0;7.6;183.55;-32.84;3.73;;48.786;;;;;;95.0;60.0;3.0;5746;2014-11-08 13:54:59:119
0.4597;5.0565;6.742;-0.5533;5.4823;8.4762;0.0936;-0.8855;-1.4278;0.7;-35.5;12.2;182.84;-32.84;3.73;0.0;51.592;;;;;;95.0;60.0;3.0;6246;2014-11-08 13:54:59:619
0.4597;5.0565;6.742;-0.5533;5.4823;8.4762;0.0936;-0.8855;-1.4278;11.2;-41.1;24.5;203.8;-32.84;3.73;0.0;65.378;;;;;;95.0;60.0;3.0;6746;2014-11-08 13:55:00:119
0.4597;5.0565;6.742;-0.5533;5.4823;8.4762;0.0936;-0.8855;-1.4278;16.2;-39.7;26.4;200.55;-32.84;3.73;0.0;41.983;;;;;;95.0;60.0;3.0;7246;2014-11-08 13:55:00:619
0.4597;5.0565;6.742;-0.5533;5.4823;8.4762;0.0936;-0.8855;-1.4278;29.7;-32.1;26.8;218.09;-32.84;3.73;0.0;42.957;;;;;;95.0;60.0;3.0;7746;2014-11-08 13:55:01:119
0.4597;5.0565;6.742;-0.5533;5.4823;8.4762;0.0936;-0.8855;-1.4278;24.1;-40.4;39.7;204.2;-32.84;3.73;0.0;42.964;;;;;;95.0;60.0;3.0;8246;2014-11-08 13:55:01:619
0.4597;5.0565;6.742;-0.5533;5.4823;8.4762;0.0936;-0.8855;-1.4278;24.5;-38.4;56.0;204.99;-32.84;3.73;0.0;39.45;;;;;;95.0;60.0;3.0;8746;2014-11-08 13:55:02:119
0.4597;5.0565;6.742;-0.5533;5.4823;8.4762;0.0936;-0.8855;-1.4278;8.3;-26.0;76.8;193.83;-32.84;3.73;0.0;38.533;;;;;;95.0;60.0;3.0;9246;2014-11-08 13:55:02:619
0.4597;5.0565;6.742;-0.5533;5.4823;8.4762;0.0936;-0.8855;-1.4278;23.9;-31.5;70.3;204.32;-32.84;3.73;0.0;43.506;;;;;;95.0;60.0;3.0;9746;2014-11-08 13:55:03:119
0.4597;5.0565;6.742;-0.5533;5.4823;8.4762;0.0936;-0.8855;-1.4278;32.1;-21.6;18.6;213.89;-32.84;3.73;0.0;35.309;;;;;;95.0;60.0;3.0;10247;2014-11-08 13:55:03:620
0.4597;5.0565;6.742;-0.5533;5.4823;8.4762;0.0936;-0.8855;-1.4278;26.6;-37.3;-19.2;231.87;-32.84;3.73;0.0;38.965;;;;;;95.0;60.0;3.0;10747;2014-11-08 13:55:04:120
0.4597;5.0565;6.742;-0.5533;5.4823;8.4762;0.0936;-0.8855;-1.4278;26.4;-41.8;-11.9;222.07;-32.84;3.73;0.0;35.433;;;;;;95.0;60.0;3.0;11247;2014-11-08 13:55:04:620
0.4597;5.0565;6.742;-0.5533;5.4823;8.4762;0.0936;-0.8855;-1.4278;21.5;-44.3;-2.5;211.55;-32.84;3.73;0.0;40.122;;;;;;95.0;60.0;3.0;11747;2014-11-08 13:55:05:120
0.4597;5.0565;6.742;-0.5533;5.4823;8.4762;0.0936;-0.8855;-1.4278;25.7;-39.7;2.9;217.3;-32.84;3.73;0.0;34.144;;;;;;95.0;60.0;3.0;12247;2014-11-08 13:55:05:620
0.4597;5.0565;6.742;-0.5533;5.4823;8.4762;0.0936;-0.8855;-1.4278;18.4;-38.8;2.5;208.28;-32.84;3.73;0.0;41.538;;;;;;95.0;60.0;3.0;12748;2014-11-08 13:55:06:121
0.4597;5.0565;6.742;-0.5533;5.4823;8.4762;0.0936;-0.8855;-1.4278;21.0;-33.1;2.7;214.0;-32.84;3.73;0.0;33.375;;;;;;95.0;60.0;3.0;13248;2014-11-08 13:55:06:621
0.4597;5.0565;6.742;-0.5533;5.4823;8.4762;0.0936;-0.8855;-1.4278;19.0;-33.8;-0.1;214.2;-32.84;3.73;0.0;44.533;;;;;;95.0;60.0;3.0;13749;2014-11-08 13:55:07:122
0.4597;5.0565;6.742;-0.5533;5.4823;8.4762;0.0936;-0.8855;-1.4278;20.5;-31.1;1.5;218.63;-32.84;3.73;0.0;44.182;;;;;;95.0;60.0;3.0;14250;2014-11-08 13:55:07:623
0.4597;5.0565;6.742;-0.5533;5.4823;8.4762;0.0936;-0.8855;-1.4278;15.6;-31.9;-1.6;210.43;-32.84;3.73;0.0;45.123;;;;;;95.0;60.0;3.0;14750;2014-11-08 13:55:08:123
0.4597;5.0565;6.742;-0.5533;5.4823;8.4762;0.0936;-0.8855;-1.4278;18.4;-30.7;2.0;216.24;-32.84;3.73;0.0;36.353;;;;;;95.0;60.0;3.0;15250;2014-11-08 13:55:08:623
0.4597;5.0565;6.742;-0.5533;5.4823;8.4762;0.0936;-0.8855;-1.4278;15.1;-29.6;-4.0;210.38;-32.84;3.73;0.0;41.685;;;;;;95.0;60.0;3.0;15750;2014-11-08 13:55:09:123
0.4597;5.0565;6.742;-0.5533;5.4823;8.4762;0.0936;-0.8855;-1.4278;16.5;-28.1;5.3;214.0;-32.84;3.73;0.0;33.626;;;;;;95.0;60.0;3.0;16251;2014-11-08 13:55:09:624
0.4597;5.0565;6.742;-0.5533;5.4823;8.4762;0.0936;-0.8855;-1.4278;14.2;-27.5;-9.2;213.87;-32.84;3.73;0.0;43.5;;;;;;95.0;60.0;3.0;16751;2014-11-08 13:55:10:124
0.4597;5.0565;6.742;-0.5533;5.4823;8.4762;0.0936;-0.8855;-1.4278;16.7;-25.7;-4.7;221.91;-32.84;3.73;0.0;39.543;;;;;;95.0;60.0;3.0;17251;2014-11-08 13:55:10:624
0.4597;5.0565;6.742;-0.5533;5.4823;8.4762;0.0936;-0.8855;-1.4278;12.6;-25.3;-11.0;215.42;-32.84;3.73;0.0;42.904;;;;;;95.0;60.0;3.0;17752;2014-11-08 13:55:11:125
0.4597;5.0565;6.742;-0.5533;5.4823;8.4762;0.0936;-0.8855;-1.4278;15.6;-23.4;-8.1;226.94;-32.84;3.73;0.0;35.676;;;;;;95.0;60.0;3.0;18252;2014-11-08 13:55:11:625
0.4597;5.0565;6.742;-0.5533;5.4823;8.4762;0.0936;-0.8855;-1.4278;13.7;-23.0;-12.1;226.91;-32.84;3.73;0.0;43.712;;;;;;95.0;60.0;3.0;18752;2014-11-08 13:55:12:125
0.4597;5.0565;6.742;-0.5533;5.4823;8.4762;0.0936;-0.8855;-1.4278;16.4;-20.2;-10.7;237.31;-32.84;3.73;0.0;32.148;;;;;;95.0;60.0;3.0;19252;2014-11-08 13:55:12:625
0.4597;5.0565;6.742;-0.5533;5.4823;8.4762;0.0936;-0.8855;-1.4278;15.4;-20.4;-13.5;236.8;-32.84;3.73;0.0;42.476;;;;;;95.0;60.0;3.0;19752;2014-11-08 13:55:13:125
0.4597;5.0565;6.742;-0.5533;5.4823;8.4762;0.0936;-0.8855;-1.4278;17.4;-15.9;-13.6;251.83;-32.84;3.73;0.0;39.505;;;;;;95.0;60.0;3.0;20252;2014-11-08 13:55:13:625
0.4597;5.0565;6.742;-0.5533;5.4823;8.4762;0.0936;-0.8855;-1.4278;17.4;-18.4;-18.3;253.15;-32.84;3.73;0.0;39.813;;;;;;95.0;60.0;3.0;20752;2014-11-08 13:55:14:125
0.4597;5.0565;6.742;-0.5533;5.4823;8.4762;0.0936;-0.8855;-1.4278;18.8;-14.4;-27.0;281.56;-32.84;3.73;0.0;39.594;;;;;;95.0;60.0;3.0;21253;2014-11-08 13:55:14:626
0.4597;5.0565;6.742;-0.5533;5.4823;8.4762;0.0936;-0.8855;-1.4278;7.3;-31.0;-24.2;202.94;-32.84;3.73;0.0;43.051;;;;;;95.0;60.0;3.0;21753;2014-11-08 13:55:15:126
0.4597;5.0565;6.742;-0.5533;5.4823;8.4762;0.0936;-0.8855;-1.4278;-8.6;-29.0;-26.3;134.84;-32.84;3.73;0.0;42.877;;;;;;95.0;60.0;3.0;22253;2014-11-08 13:55:15:626
0.4597;5.0565;6.742;-0.5533;5.4823;8.4762;0.0936;-0.8855;-1.4278;-17.7;-25.7;-26.1;113.17;-32.84;3.73;0.0;39.079;;;;;;95.0;60.0;3.0;22753;2014-11-08 13:55:16:126
0.4597;5.0565;6.742;-0.5533;5.4823;8.4762;0.0936;-0.8855;-1.4278;-33.8;-15.2;3.5;115.38;-32.84;3.73;0.0;43.526;;;;;;95.0;60.0;3.0;23254;2014-11-08 13:55:16:627
0.4597;5.0565;6.742;-0.5533;5.4823;8.4762;0.0936;-0.8855;-1.4278;-26.9;-23.4;-9.2;119.24;-32.84;3.73;0.0;45.168;;;;;;95.0;60.0;3.0;23754;2014-11-08 13:55:17:127
0.4597;5.0565;6.742;-0.5533;5.4823;8.4762;0.0936;-0.8855;-1.4278;-30.8;-13.5;5.6;124.52;-32.84;3.73;0.0;34.501;;;;;;95.0;60.0;3.0;24254;2014-11-08 13:55:17:627
0.4597;5.0565;6.742;-0.5533;5.4823;8.4762;0.0936;-0.8855;-1.4278;-26.5;-21.3;-2.7;122.94;-32.84;3.73;0.0;46.581;;;;;;95.0;60.0;3.0;24755;2014-11-08 13:55:18:128
0.4597;5.0565;6.742;-0.5533;5.4823;8.4762;0.0936;-0.8855;-1.4278;-25.7;-21.0;3.2;128.09;-32.84;3.73;0.0;37.843;;;;;;95.0;60.0;3.0;25255;2014-11-08 13:55:18:628
0.4597;5.0565;6.742;-0.5533;5.4823;8.4762;0.0936;-0.8855;-1.4278;-26.9;-20.0;5.3;123.07;-32.84;3.73;0.0;47.082;;;;;;95.0;60.0;3.0;25755;2014-11-08 13:55:19:128
0.4597;5.0565;6.742;-0.5533;5.4823;8.4762;0.0936;-0.8855;-1.4278;-22.0;-26.2;-7.4;130.05;-32.84;3.73;0.0;37.467;;;;;;95.0;60.0;3.0;26255;2014-11-08 13:55:19:628
0.4597;5.0565;6.742;-0.5533;5.4823;8.4762;0.0936;-0.8855;-1.4278;-27.3;-20.2;3.9;131.72;-32.84;3.73;0.0;38.716;;;;;;95.0;60.0;3.0;26756;2014-11-08 13:55:20:129
0.4597;5.0565;6.742;-0.5533;5.4823;8.4762;0.0936;-0.8855;-1.4278;-25.9;-22.7;3.7;131.1;-32.84;3.73;0.0;39.164;;;;;;95.0;60.0;3.0;27256;2014-11-08 13:55:20:629
0.4597;5.0565;6.742;-0.5533;5.4823;8.4762;0.0936;-0.8855;-1.4278;-24.9;-25.5;0.7;132.03;-32.84;3.73;0.0;34.992;;;;;;95.0;60.0;3.0;27757;2014-11-08 13:55:21:130
0.4597;5.0565;6.742;-0.5533;5.4823;8.4762;0.0936;-0.8855;-1.4278;-21.7;-18.4;21.9;143.57;-32.84;3.73;0.0;35.78;;;;;;95.0;60.0;3.0;28258;2014-11-08 13:55:21:631
0.4597;5.0565;6.742;-0.5533;5.4823;8.4762;0.0936;-0.8855;-1.4278;-2.7;-24.1;29.0;181.82;-32.84;3.73;0.0;41.894;;;;;;95.0;60.0;3.0;28759;2014-11-08 13:55:22:132
0.4597;5.0565;6.742;-0.5533;5.4823;8.4762;0.0936;-0.8855;-1.4278;7.3;-33.1;26.8;191.74;-32.84;3.73;0.0;39.817;;;;;;95.0;60.0;3.0;29259;2014-11-08 13:55:22:632
0.4597;5.0565;6.742;-0.5533;5.4823;8.4762;0.0936;-0.8855;-1.4278;20.8;-26.8;24.4;221.43;-32.84;3.73;0.0;45.462;;;;;;95.0;60.0;3.0;29760;2014-11-08 13:55:23:133
0.4597;5.0565;6.742;-0.5533;5.4823;8.4762;0.0936;-0.8855;-1.4278;15.2;-25.5;19.8;204.85;-32.84;3.73;0.0;46.612;;;;;;95.0;60.0;3.0;30261;2014-11-08 13:55:23:634
0.4597;5.0565;6.742;-0.5533;5.4823;8.4762;0.0936;-0.8855;-1.4278;10.4;-10.7;28.2;206.15;-32.84;3.73;0.0;46.235;;;;;;95.0;60.0;3.0;30762;2014-11-08 13:55:24:135
0.4597;5.0565;6.742;-0.5533;5.4823;8.4762;0.0936;-0.8855;-1.4278;11.8;-18.3;26.0;205.41;-32.84;3.73;0.0;46.724;;;;;;95.0;60.0;3.0;31262;2014-11-08 13:55:24:635
0.4597;5.0565;6.742;-0.5533;5.4823;8.4762;0.0936;-0.8855;-1.4278;3.7;-10.3;32.9;202.46;-32.84;3.73;0.0;50.2;;;;;;95.0;60.0;3.0;31762;2014-11-08 13:55:25:135
0.4597;5.0565;6.742;-0.5533;5.4823;8.4762;0.0936;-0.8855;-1.4278;9.3;-20.6;28.8;198.22;-32.84;3.73;0.0;50.342;;;;;;95.0;60.0;3.0;32262;2014-11-08 13:55:25:635
0.4597;5.0565;6.742;-0.5533;5.4823;8.4762;0.0936;-0.8855;-1.4278;9.3;-8.0;33.7;204.29;-32.84;3.73;0.0;40.589;;;;;;95.0;60.0;3.0;32762;2014-11-08 13:55:26:135
0.4597;5.0565;6.742;-0.5533;5.4823;8.4762;0.0936;-0.8855;-1.4278;8.0;-23.4;26.6;196.14;-32.84;3.73;0.0;38.791;;;;;;95.0;60.0;3.0;33263;2014-11-08 13:55:26:636
0.4597;5.0565;6.742;-0.5533;5.4823;8.4762;0.0936;-0.8855;-1.4278;8.0;-9.0;32.9;201.95;-32.84;3.73;0.0;35.271;;;;;;95.0;60.0;3.0;33763;2014-11-08 13:55:27:136
0.4597;5.0565;6.742;-0.5533;5.4823;8.4762;0.0936;-0.8855;-1.4278;5.9;-27.1;20.7;192.26;-32.84;3.73;0.0;46.359;;;;;;95.0;60.0;3.0;34263;2014-11-08 13:55:27:636
